case_id,text_en,source,label_category_gold,label_triage_gold,red_flags_gold
synth2_urgent_urg_186,"Excuse me, Can someone come? A 70 year old fell at the playground. Their arm looks bent wrong, probably broken. Please send help.",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_256,"Hi there, I don't know what to do, my girlfriend uh, burned their hand on the stove. Big blisters forming. Skin is really red. Can you send someone?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_635,"Good evening, I need help, A motorcycle went down at a laundromat. Rider um, has road rash all over. Conscious but in a lot of pain. Is someone coming?",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_268,it's not urgent or anything but Somebody egged our house last night. Just want to report it. Let me know what I should do.,synthetic_v2,crime,NON_URGENT,0
synth2_non_urgent_nu_703,"Good evening, it's not urgent or anything but I think I have food poisoning. Throwing up for maybe 15 minutes. Can keep water down though. Thanks for your help.",synthetic_v2,medical,NON_URGENT,0
synth2_critical_crit_49,Help! A female at the party overdosed on something! They're not responding and their breathing is weird! How long until help arrives?,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_267,"Hi, this isn't really an emergency but I twisted my ankle at a bus stop. Can put some weight on it. Is this an ER thing? Thank you.",synthetic_v2,medical,NON_URGENT,0
synth2_non_urgent_nu_387,"I just wanted to let you know, There are teenagers skateboarding in the parking structure. Not an emergency. No rush.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_21,Hurry! A 61 61 year old is choking at the restaurant! They're grabbing their throat! Someone help!,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_3,A child fell in the pool and isn't breathing! We pulled them out but they're not moving! Hurry please!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_87,"Hi there, Someone broke my car window at a warehouse but didn't take anything. Let me know what I should do.",synthetic_v2,crime,NON_URGENT,0
synth2_non_urgent_nu_323,"Good evening, Construction noise at the park at night. They're drilling and it's past quiet hours. Let me know what I should do.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_624,"There's a situation here, my mother is having a bad um, allergic reaction. Face is swelling up. They used their epipen. Can you send someone?",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_239,Where do I go to file a police report for insurance purposes? Thank you.,synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_299,"Hey, I don't know what to do, A coworker like, ate something they're allergic to. Hives everywhere and their tongue is swelling. Please send help.",synthetic_v2,medical,URGENT,1
synth2_critical_crit_366,Hurry! my roommate was just attacked with a weapon! They're bleeding and barely conscious! Hurry please!,synthetic_v2,crime,CRITICAL,1
synth2_non_urgent_nu_226,"Hello, this isn't really an emergency but Someone stole my bike at home. I just noticed it's gone. No rush.",synthetic_v2,crime,NON_URGENT,0
synth2_urgent_urg_722,"Good evening, I want to report A car flipped over at a restaurant! The driver crawled out, they're bleeding from the head but talking to us. Thank you.",synthetic_v2,medical,URGENT,0
synth2_critical_crit_115,Help! A child fell in the pool and isn't breathing! We pulled them out but they're not moving! I'm so scared!,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_93,Hurry! Someone got stabbed at a bank! They're bleeding really bad! Blood is pooling on the ground! Please come quickly!,synthetic_v2,crime,CRITICAL,1
synth2_critical_crit_172,Help! A tree fell on someone at a nursing home! They're pinned and screaming! Send an ambulance!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_162,"Excuse me, There's a situation here, My 54 uh, year old female is complaining of crushing chest pain. Started a few seconds ago. They look really pale. Thank you.",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_129,"Good evening, My wife is pregnant and having contractions really close together. Her water broke. First baby. Should I do anything?",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_552,"Yeah hi, it's not urgent or anything but There's graffiti on our building that wasn't there yesterday. Whenever you get a chance.",synthetic_v2,crime,NON_URGENT,0
synth2_non_urgent_nu_246,"Good evening, I have a question, My mailbox was knocked over. Looks like a car hit it. Thanks for your help.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_84,"Hey, I have a question, How do I get a copy of an accident report from last week?",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_37,"Good evening, not sure if this is the right number but Someone parked blocking my driveway. Been here all day. Let me know what I should do.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_234,"Good evening, I have a question, My 38 year old bumped their head. No loss of consciousness, just a bump. When should I worry? Thanks.",synthetic_v2,medical,NON_URGENT,0
synth2_non_urgent_nu_433,"Hello, There's a car double-parked blocking traffic in the garage. No rush.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_57,Jesus! a woman suddenly can't move their left side and their speech is all messed up! I think it's a stroke! We need help now!,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_344,Quick! My 32 year old fell from the window! Second floor! They're lying on the ground not moving! Send an ambulance!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_663,"I have a question, My car got scratched in the parking lot at the train station. Want to file a report.",synthetic_v2,crime,NON_URGENT,0
synth2_non_urgent_nu_515,"I just wanted to let you know, A tree branch fell on the sidewalk on the sidewalk. Blocking the path. Thanks.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_55,"Hello, There's a situation here, An elderly female fell in the elevator. They can't get up. Their hip might be broken. What should I do?",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_712,"Hi, it's not urgent or anything but Traffic light not working at the intersection at a concert. Thanks for your help.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_348,I want to report Two people are in a physical altercation at the shopping mall. Fists only. One of them fell down. What should I do?,synthetic_v2,crime,URGENT,0
synth2_critical_crit_255,Oh my God! My baby is choking on something! They're turning purple! I can't get it out! Hurry please!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_517,"Hi, A motorcycle went down at a church. Rider has road rash all over. Conscious but in a lot of pain. What should I do?",synthetic_v2,medical,URGENT,0
synth2_critical_crit_188,Oh God oh God! There's a female bleeding from the head at a restaurant! They fell and there's so much blood! We need help now!,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_322,Please please! My baby stopped breathing! They're only 67 months old! I don't know what happened! They're dying!,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_286,I just heard gunshots and someone is lying on the ground not moving! Send an ambulance!,synthetic_v2,crime,CRITICAL,1
synth2_non_urgent_nu_743,"Excuse me, I just wanted to let you know, My kid got stung by a bee. No allergic reaction, just swelling. Should I worry? No rush.",synthetic_v2,medical,NON_URGENT,0
synth2_critical_crit_391,Please! my girlfriend fell from the roof! Maybe 15 feet! They're not moving at all!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_446,"Excuse me, I accidentally hit the emergency button. I'm okay, no help needed. Let me know what I should do.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_579,"Yeah hi, I'm calling because A 51 year old fell at the playground. um, Their arm looks bent wrong, probably broken. Please send help.",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_549,"I just wanted to let you know, There's a car double-parked blocking traffic in the kitchen. Thank you.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_385,"Good evening, I have a question, My alarm system went off by mistake. False alarm. Sorry about that. Thanks for your help.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_455,Oh my God! There's an active shooter on the sidewalk! People are running! I can hear gunshots!,synthetic_v2,crime,CRITICAL,1
synth2_urgent_urg_158,"Hey, There's a brush fire near the uh, road at school. Small but it's windy and could grow. Is someone coming?",synthetic_v2,fire,URGENT,0
synth2_critical_crit_69,Someone help! Someone has a knife and they just attacked a person at a hotel! Victim is on the ground! I'm so scared!,synthetic_v2,crime,CRITICAL,1
synth2_critical_crit_432,Jesus! a teenager grabbed their chest and fell down! They're not moving! I think their heart stopped!,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_247,Jesus! my friend was just attacked with a weapon! They're bleeding and barely conscious! They're dying!,synthetic_v2,crime,CRITICAL,1
synth2_urgent_urg_546,"Hey, There's a situation here, There's a couple fighting at school. Yelling and pushing. No weapons. One person has a bloody nose. Is someone coming?",synthetic_v2,crime,URGENT,0
synth2_critical_crit_26,Oh no! My 25 year old fell from the window! Second floor! They're lying on the ground not moving! Send an ambulance!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_543,There's a dead deer on the side of the road at a warehouse. Thanks for your help.,synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_784,"Yeah hi, Where do I go to file a police report for insurance purposes? Thank you.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_263,Someone went underwater underwater and hasn't come up! It's been at least 2 minutes! I'm so scared!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_600,"I need help, my aunt fell down the stairs and hit their head. They're conscious but confused and dizzy. Thank you.",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_125,"Hello, I need help, Someone spilled hot oil on themselves in the basement. Burns on their arm and chest. Conscious and in pain.",synthetic_v2,medical,URGENT,0
synth2_critical_crit_27,Someone help! A child fell in the pool and isn't breathing! We pulled them out but they're not moving! We need help now!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_429,"Hey, I just wanted to let you know, I want to report a found cat. It's been in my yard for days. Appreciate it.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_207,"Good evening, My 87 year old can't catch their breath. They're wheezing really bad. They have COPD. Should I do anything?",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_544,"Yeah hi, An abandoned car has been on our street for over a week. Whenever you get a chance.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_111,"Hi, Is there a non-emergency number I should call about a noise complaint? Thank you.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_463,"Yeah hi, I just wanted to let you know, An abandoned car has been on our street for over a week.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_16,No no no! My baby stopped breathing! They're only 25 months old! I don't know what happened!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_688,I want to report I just saw two people break the window of the store at a bar. They went inside. Please send help.,synthetic_v2,crime,URGENT,0
synth2_urgent_urg_161,I want to report A dog just bit my 46 year old! It's a deep bite on the leg. Bleeding a lot.,synthetic_v2,medical,URGENT,0
synth2_urgent_urg_352,"Yeah hi, I want to report There's a small child alone in the elevator. No parent around. They look scared and lost. Please send help.",synthetic_v2,other,URGENT,0
synth2_urgent_urg_33,"Can someone come? I just saw a car hit a cyclist on the rooftop. The cyclist is sitting uh, up but their arm looks broken. Please send help.",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_230,"Good evening, I don't know what to do, I smell gas really strongly in my building. No flames but the smell is overwhelming. How long will that take?",synthetic_v2,fire,URGENT,1
synth2_non_urgent_nu_139,"Hi there, it's not urgent or anything but Is there a non-emergency number I should call about a noise complaint? Thanks for your help.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_39,"Good evening, not sure if this is the right number but A streetlight has been out for weeks in the elevator. Thanks for your help.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_249,"Good evening, I butt-dialed you, sorry. Everything is fine here.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_480,"Good evening, not sure if this is the right number but There's a car alarm that's been going off for about 10 minutes. No one is turning it off. Thanks.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_339,"Yeah hi, I'm calling because my husband is having a seizure right now! They're on the ground shaking. They're epileptic. Please send help.",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_459,"Hi there, I want to report an elderly person is having a mental health crisis. They're talking about hurting themselves but haven't done anything yet. Is someone coming?",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_457,"Excuse me, I have a question, My 72 year old bumped their head. No loss of consciousness, just a bump. When should I worry?",synthetic_v2,medical,NON_URGENT,0
synth2_non_urgent_nu_651,"Hello, Traffic light not working at the intersection at a bar.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_345,"Hey, There's a car parked on our street I don't recognize. Been here 3 days. Thanks for your help.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_433,"Good evening, My 77 year old male is complaining of crushing chest pain. Started just now. They look really pale. Should I do anything?",synthetic_v2,medical,URGENT,1
synth2_critical_crit_499,Someone help! My baby is choking on something! They're turning purple! I can't get it out! Please send help!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_116,"Hello, I need help, a stranger has chest tightness and their arm is numb. um, They have a history of heart problems. Can you send someone?",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_694,"Yeah hi, A female in the elevator is having an asthma attack. They're conscious but really struggling to breathe. What should I do?",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_261,"Good evening, People are going door to door selling something. Seem legit but wanted to mention it.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_734,"Hi there, I'm calling because an elderly person fell down the stairs and hit their head. They're conscious but confused and dizzy. What should I do?",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_550,"not sure if this is the right number but I butt-dialed you, sorry. Everything is fine here. Thanks for your help.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_679,"Good evening, There's a car alarm that's been going off since this morning. No one is turning it off. Appreciate it.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_56,"Hi there, it's not urgent or anything but Construction noise at a laundromat at night. They're drilling and it's past quiet hours. Let me know what I should do.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_231,"Quick! There's a female here who collapsed, no pulse, not breathing at all! We need help now!",synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_205,"Hi, I need help, A dog just bit my 83 year old! It's a deep bite on the leg. Bleeding a lot. Is someone coming?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_519,"Hi there, I need to report something, A motorcycle went down at home. Rider has road rash all over. Conscious but in a lot of pain. What should I do?",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_428,"Hello, this isn't really an emergency but I'd like to know if there's a warrant out for an old traffic ticket. Let me know what I should do.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_247,"Hi, this isn't really an emergency but There's graffiti on our building that wasn't there yesterday. No rush.",synthetic_v2,crime,NON_URGENT,0
synth2_critical_crit_362,Quick! A tree fell on someone at home! They're pinned and screaming! Hurry please!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_545,"Hi there, this isn't really an emergency but False alarm. The fire alarm went off from cooking smoke. Everything's fine. No rush.",synthetic_v2,fire,NON_URGENT,0
synth2_non_urgent_nu_73,"I just wanted to let you know, A streetlight has been out for weeks at a clinic. Let me know what I should do.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_53,I want to report a man is having a seizure right now! They're on the ground shaking. They're epileptic. What should I do?,synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_305,"I have a rash that's spreading. Not painful, just itchy. Should I go to the doctor?",synthetic_v2,medical,NON_URGENT,0
synth2_critical_crit_142,Oh God oh God! I found my my aunt hanging! I cut them down but they're not breathing! How long until help arrives?,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_316,An abandoned car has been on our street for over a week. Whenever you get a chance.,synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_218,Someone help! There's a huge fire at a gas station! I can hear people screaming inside! They're trapped!,synthetic_v2,fire,CRITICAL,1
synth2_non_urgent_nu_496,"Hey, I just wanted to let you know, Traffic light not working at the intersection at the movies. Thanks.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_504,"Hey, not sure if this is the right number but There's a car alarm that's been going off for maybe 15 minutes. No one is turning it off. Thanks for your help.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_664,"Hi, this isn't really an emergency but There's a van parked in my neighborhood that I've never seen before. No markings. Appreciate it.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_227,There's a homeless person sleeping in the park. They seem okay but it's very cold.,synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_0,not sure if this is the right number but Construction noise at the beach at night. They're drilling and it's past quiet hours. Thanks for your help.,synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_776,"Yeah hi, We need assistance, My 63 year old female is complaining uh, of crushing chest pain. Started about an hour ago. They look really pale. What should I do?",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_55,"Hey, this isn't really an emergency but My 4 year old has a low fever. They seem okay but I wanted to ask. Thanks for your help.",synthetic_v2,medical,NON_URGENT,0
synth2_urgent_urg_551,"Hi there, There was a fender bender and now one of the drivers is complaining of neck pain. They don't um, want to move. Can you send someone?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_167,"Hi there, Someone threatened me with what looked like a knife on the highway. They walked away but um, I'm scared. How long will that take?",synthetic_v2,crime,URGENT,0
synth2_urgent_urg_37,"Hello, I want to report A car flipped over at a church! The driver crawled out, they're bleeding from the head but talking to us.",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_721,"Hi, We need assistance, A motorcycle went down in the kitchen. Rider has road rash all over. Conscious but in a lot of pain. What should I do?",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_398,"Yeah hi, I just wanted to let you know, Stop sign knocked over at the corner in the elevator.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_163,"Hi, Can someone come? I smell gas really strongly in my building. No flames but the like, smell is overwhelming. How long will that take?",synthetic_v2,fire,URGENT,1
synth2_non_urgent_nu_172,"Hi there, not sure if this is the right number but A tree branch fell on the sidewalk at the shopping mall. Blocking the path.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_122,"Hi, I want to report a found cat. It's been in my yard for days. Thanks.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_510,"I want to report my son burned their hand on the stove. Big blisters forming. like, Skin is really red. How long will that take?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_69,"Hi there, Can someone come? My 46 year old didn't come home from uh, school. It's been over 2 hours. Phone goes to voicemail. What should I do?",synthetic_v2,other,URGENT,0
synth2_urgent_urg_368,"Hi, I want to report I smell gas really strongly in my building. No flames but the smell is overwhelming. Please send help.",synthetic_v2,fire,URGENT,1
synth2_non_urgent_nu_437,"Hi, this isn't really an emergency but I found a wallet on the ground at the beach. What should I do with it? Thank you.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_99,"I don't know what to do, There's someone inside my um, car going through my stuff at a pharmacy. They're still there. Should I do anything?",synthetic_v2,crime,URGENT,0
synth2_urgent_urg_13,"Something happened, a teenager drank way uh, too much and now they're barely awake. I'm worried they might pass out completely. What should I do?",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_77,"it's not urgent or anything but Sorry, my kid dialed this by accident. No emergency here. Thanks.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_65,"There's a situation here, My 19 year old didn't come home from school. It's been over um, 2 hours. Phone goes to voicemail. How long will that take?",synthetic_v2,other,URGENT,0
synth2_non_urgent_nu_724,"Yeah hi, not sure if this is the right number but My car got scratched in the parking lot at a nursing home. Want to file a report. Thank you.",synthetic_v2,crime,NON_URGENT,0
synth2_critical_crit_117,Jesus! an elderly person fell fell into the river! The current took them! I can't see them anymore! Hurry please!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_330,"Hello, not sure if this is the right number but There's a dead deer on the side of the road at a restaurant. Thank you.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_209,Quick! The house is on fire and my grandmother is still inside! I can't get to them! They're dying!,synthetic_v2,fire,CRITICAL,1
synth2_non_urgent_nu_588,"Yeah hi, There's graffiti on our building that wasn't there yesterday. No rush.",synthetic_v2,crime,NON_URGENT,0
synth2_urgent_urg_471,"Hi, I need to report something, Someone spilled hot oil on themselves at the beach. Burns on their arm and chest. Conscious and in pain.",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_656,"this isn't really an emergency but I butt-dialed you, sorry. Everything is fine here. Appreciate it.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_195,"Yeah hi, Something happened, My 5 year old female is complaining of crushing chest pain. Started right now. They look really pale. Thank you.",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_193,I want to report There's a suspicious person following me at the movies. I'm scared. They've been behind me for blocks. Please send help.,synthetic_v2,crime,URGENT,0
synth2_urgent_urg_449,"Good evening, I'm calling because a homeless person has chest tightness and their arm is numb. They have a history of heart problems.",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_206,"Good evening, There's a van parked in my neighborhood that I've never seen before. No markings.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_349,"Good evening, I just wanted to let you know, There's a car parked on our street I don't recognize. Been here 3 days.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_96,"Yeah hi, this isn't really an emergency but Calling back to say the situation resolved. No need to send anyone.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_557,"Hello, I need help, I was attacked by a stray dog at a bar. Bites on my arm. It might be rabid. What should I do?",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_161,"Hi, I just wanted to let you know, My 81 year old bumped their head. No loss of consciousness, just a bump. When should I worry?",synthetic_v2,medical,NON_URGENT,0
synth2_urgent_urg_326,"I need help, I just saw two people break the window of the store uh, at the park. They went inside. Thank you.",synthetic_v2,crime,URGENT,0
synth2_urgent_urg_130,"Excuse me, Smoke coming from a car at home. Getting thicker. No flames visible yet. Is someone coming?",synthetic_v2,fire,URGENT,0
synth2_urgent_urg_34,Can someone come? my grandmother drank way too much and now they're barely awake. I'm worried they might pass out completely. How long will that take?,synthetic_v2,medical,URGENT,0
synth2_urgent_urg_4,"Can someone come? My elderly my boss with dementia wandered off. We can't find them. like, They've been gone an hour. What should I do?",synthetic_v2,other,URGENT,1
synth2_non_urgent_nu_598,"Excuse me, this isn't really an emergency but A dog has been barking nonstop for about 10 minutes at a concert. Owner isn't home. Thanks for your help.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_15,Oh no! There's a huge fire at the movies! I can hear people screaming inside! They're trapped! They're dying!,synthetic_v2,fire,CRITICAL,1
synth2_urgent_urg_17,"Hi there, I need help, Smoke coming from a car at the park. Getting thicker. No flames uh, visible yet. What should I do?",synthetic_v2,fire,URGENT,0
synth2_critical_crit_281,Someone help! A person got hit by a car and they're bleeding from everywhere! They're not moving!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_533,"Good evening, I have a question, Someone left a bag on the park bench. Been there all day.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_222,"Excuse me, I accidentally hit the emergency button. I'm okay, no help needed.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_373,Please! My baby stopped breathing! They're only 44 months old! I don't know what happened! Hurry please!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_761,"We need assistance, My wife is pregnant and having contractions really close together. Her water broke. First baby.",synthetic_v2,medical,URGENT,0
synth2_critical_crit_56,No no no! A 41 year old is choking at the restaurant! They're grabbing their throat! Someone help! How long until help arrives?,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_263,"Hello, I'm calling because my boyfriend is short of breath and their lips are kind of bluish. They have a lung condition. Should I do anything?",synthetic_v2,medical,URGENT,1
synth2_critical_crit_336,Hurry! There's an active shooter on the sidewalk! People are running! I can hear gunshots! We need help now!,synthetic_v2,crime,CRITICAL,1
synth2_non_urgent_nu_753,"Hi there, I have a question, Someone parked blocking my driveway. Been here for half an hour. Let me know what I should do.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_166,"not sure if this is the right number but I butt-dialed you, sorry. Everything is fine here. Appreciate it.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_363,"Hi there, Something happened, my boss is diabetic and they're acting really confused. Blood sugar might be low. They're shaking. How long will that take?",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_232,I found an open door at the business next door. Might be nothing. No rush.,synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_310,Help! Shots fired at a grocery store! Multiple people down! Send everything you have! Hurry please!,synthetic_v2,crime,CRITICAL,1
synth2_non_urgent_nu_451,"I have a question, My 20 year old has had a nosebleed for half an hour. It keeps coming back but isn't heavy. Let me know what I should do.",synthetic_v2,medical,NON_URGENT,0
synth2_non_urgent_nu_757,it's not urgent or anything but There's a car alarm that's been going off for about 10 minutes. No one is turning it off. Thanks.,synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_728,"Yeah hi, I don't know what to do, A dog just bit my 55 year old! um, It's a deep bite on the leg. Bleeding a lot. How long will that take?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_780,"Hi, I'm calling because Someone threatened me with what looked like a knife at a hotel. They walked away but I'm scared. Is someone coming?",synthetic_v2,crime,URGENT,0
synth2_non_urgent_nu_464,"Hi there, I just wanted to let you know, My 49 year old has a low fever. They seem okay but I wanted to ask. Thanks for your help.",synthetic_v2,medical,NON_URGENT,0
synth2_critical_crit_323,Someone went underwater and hasn't come up! It's been at least 2 minutes! They're dying!,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_81,Someone help! There's a female bleeding from the head in an apartment building! They fell and there's so much blood! Send an ambulance!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_216,"Hi, this isn't really an emergency but I'd like to know if there's a warrant out for an old traffic ticket.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_578,"Good evening, this isn't really an emergency but A tree branch fell on the sidewalk at the park. Blocking the path. Whenever you get a chance.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_486,"Good evening, it's not urgent or anything but My kid got stung by a bee. No allergic reaction, just swelling. Should I worry? Thank you.",synthetic_v2,medical,NON_URGENT,0
synth2_non_urgent_nu_402,this isn't really an emergency but My neighbor is burning leaves in their backyard. The smoke is coming into my house. Thanks.,synthetic_v2,fire,NON_URGENT,0
synth2_non_urgent_nu_573,"Yeah hi, this isn't really an emergency but My package was stolen from my porch. I have it on camera. Appreciate it.",synthetic_v2,crime,NON_URGENT,0
synth2_urgent_urg_237,I want to report my friend has chest tightness and their arm is numb. They have a history of heart problems. Can you send someone?,synthetic_v2,medical,URGENT,1
synth2_urgent_urg_525,"Excuse me, Something happened, A dog just bit my 95 year old! It's a deep bite um, on the leg. Bleeding a lot. What should I do?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_436,"Excuse me, I need help, my brother has chest tightness and their arm is numb. They have a history of heart problems. Is someone coming?",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_64,"Yeah hi, I'm calling because a woman fell down the stairs and hit their head. They're conscious but confused and dizzy. Should I do anything?",synthetic_v2,medical,URGENT,0
synth2_critical_crit_25,Oh no! Someone is on the bridge threatening to jump! Please send help before it's too late! Hurry please!,synthetic_v2,crime,CRITICAL,1
synth2_non_urgent_nu_474,"Hey, not sure if this is the right number but Stop sign knocked over at the corner at the movies. Thanks.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_489,"Good evening, There's flooding on the road at school from a broken hydrant. Thanks.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_527,this isn't really an emergency but Fireworks going off in the neighborhood. It's not a holiday. My pets are freaking out. Let me know what I should do.,synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_411,"Hello, I want to report My 63 year old diabetic is unresponsive um, but breathing. They missed their insulin. Should I do anything?",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_143,"Yeah hi, I need to report something, my brother is short of breath and their lips are kind of bluish. They have a lung condition.",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_434,"Excuse me, I have a question, Big pothole on the road at a concert. Someone's gonna damage their car. No rush.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_29,I'm calling because A male at the bar collapsed. They were drinking and maybe took pills. Still breathing. Is someone coming?,synthetic_v2,medical,URGENT,1
